latitude,longitude,chainage_km,elevation_m,slope_deg,aspect_deg,twi,lithology,daily_rainfall_mm,api_11,soil_moisture,pore_pressure_kpa,factor_of_safety,risk_level
25.79044,91.84669,47.8,684.5,50.75,352.1,7.34,Weathered Regolith / Phyllite,7.9,85.8,0.372,10.05,0.792,3
25.88009,91.8828,51.55,821.8,49.67,304.6,8.76,Shillong Quartzite,38.0,150.1,0.496,17.45,0.654,3
25.79901,91.85491,68.29,1372.3,39.7,163.7,9.11,Shillong Quartzite,23.8,148.9,0.522,17.46,0.786,3
25.80145,91.85737,58.31,1055.9,33.4,279.1,7.44,Weathered Regolith / Phyllite,136.8,342.9,0.85,24.0,0.763,3
25.8867,91.90538,65.05,1268.8,53.57,69.5,8.07,Weathered Regolith / Phyllite,2.0,125.6,0.389,14.57,0.676,3
25.75894,91.94591,61.31,1183.8,53.73,202.4,7.5,Granite Gneiss,18.6,150.9,0.524,17.03,0.677,3
25.68618,91.89847,43.38,546.0,49.71,26.9,8.99,Weathered Regolith / Phyllite,11.0,54.5,0.263,7.39,0.881,3
25.65777,91.83001,62.08,1179.1,36.98,125.3,7.79,Weathered Regolith / Phyllite,53.1,158.0,0.533,17.9,0.842,3
25.85389,91.82983,48.25,656.8,39.25,81.3,8.48,Weathered Regolith / Phyllite,34.4,102.1,0.418,12.24,0.946,3
25.81748,91.94369,59.17,1082.0,47.84,258.8,8.16,Weathered Regolith / Phyllite,209.3,265.2,0.753,24.0,0.649,3
25.8401,91.85865,50.23,767.7,36.54,176.4,7.86,Weathered Regolith / Phyllite,1.3,109.0,0.472,12.72,1.006,2
25.7075,91.83197,69.93,1452.3,43.39,270.4,8.39,Weathered Regolith / Phyllite,35.7,99.4,0.341,11.92,0.861,3
25.68682,91.89788,47.91,657.7,32.75,185.5,7.3,Weathered Regolith / Phyllite,21.7,141.1,0.445,15.91,1.031,3
25.65393,91.90107,48.37,666.9,46.77,31.1,6.2,Granite Gneiss,48.8,110.1,0.432,12.18,0.791,3
25.74466,91.90431,67.92,1390.1,43.82,264.7,7.41,Weathered Regolith / Phyllite,19.8,94.3,0.472,10.99,0.878,3
25.80928,91.85476,40.74,391.6,39.36,300.0,9.11,Granite Gneiss,21.8,76.8,0.311,9.81,1.012,2
25.75591,91.82196,60.9,1121.5,31.7,325.3,8.05,Shillong Quartzite,1.5,115.7,0.432,13.51,1.145,3
25.76812,91.94545,61.76,1185.1,38.98,205.9,8.12,Weathered Regolith / Phyllite,30.9,129.4,0.512,15.0,0.874,3
25.89412,91.85262,65.09,1295.9,31.38,271.3,8.38,Shillong Quartzite,8.9,60.3,0.349,7.76,1.338,1
25.74403,91.90788,69.23,1376.9,46.54,270.7,6.27,Weathered Regolith / Phyllite,0.6,76.9,0.374,8.67,0.893,3
25.78878,91.91186,69.27,1436.3,39.12,56.1,7.48,Weathered Regolith / Phyllite,1.9,103.1,0.378,11.94,0.957,3
25.86159,91.8993,41.96,549.8,45.65,59.1,8.07,Colluvial Debris,88.3,215.4,0.653,24.0,0.646,3
25.75707,91.86068,64.66,1290.0,27.71,25.5,9.76,Shillong Quartzite,11.9,105.2,0.413,13.09,1.335,1
25.81796,91.85524,59.39,1067.6,46.82,115.2,6.43,Colluvial Debris,56.7,120.5,0.487,13.37,0.757,3
25.88284,91.8977,59.42,1132.0,43.57,170.5,7.38,Granite Gneiss,89.9,204.9,0.626,22.73,0.646,3
25.90637,91.93259,43.85,622.7,43.06,359.2,6.18,Weathered Regolith / Phyllite,80.3,172.6,0.614,18.81,0.674,3
25.68971,91.94308,59.51,1117.2,33.78,155.2,7.2,Weathered Regolith / Phyllite,59.8,158.3,0.526,17.7,0.942,3
25.90018,91.83377,69.47,1362.3,40.56,261.4,7.39,Weathered Regolith / Phyllite,63.1,182.7,0.588,20.37,0.684,3
25.78287,91.84013,67.35,1382.1,41.68,249.6,7.79,Granite Gneiss,9.6,135.0,0.472,15.45,0.798,3
25.71973,91.94282,53.17,915.0,44.02,73.6,6.79,Colluvial Debris,4.6,159.7,0.524,17.68,0.687,3
25.77397,91.91575,41.2,359.4,36.3,21.1,7.05,Shillong Quartzite,28.5,187.7,0.59,20.76,0.777,3
25.91461,91.93479,50.87,817.9,34.19,196.6,8.67,Weathered Regolith / Phyllite,18.7,74.6,0.346,9.4,1.179,2
25.78301,91.84634,64.79,1259.6,31.29,252.1,9.54,Weathered Regolith / Phyllite,2.9,47.3,0.219,6.84,1.371,1
25.73876,91.89639,61.04,1189.2,29.95,359.4,7.62,Granite Gneiss,31.7,140.9,0.479,16.02,1.135,3
25.82102,91.91115,53.78,879.5,30.08,129.1,8.59,Colluvial Debris,23.2,66.2,0.393,8.47,1.373,1
25.71484,91.90841,41.65,471.6,40.88,322.7,7.0,Weathered Regolith / Phyllite,55.7,197.1,0.541,21.75,0.652,3
25.67048,91.87306,52.81,862.6,40.78,137.5,8.97,Weathered Regolith / Phyllite,119.6,189.0,0.586,21.67,0.653,3
25.6848,91.822,54.07,921.0,33.14,248.2,8.43,Weathered Regolith / Phyllite,23.9,112.8,0.406,13.35,1.096,3
25.68457,91.89578,67.86,1392.9,41.65,215.4,8.47,Weathered Regolith / Phyllite,16.3,106.0,0.426,12.65,0.877,3
25.69101,91.8529,59.23,1037.2,42.81,19.1,5.87,Granite Gneiss,17.4,120.2,0.465,13.11,0.839,3
25.68748,91.87853,49.35,716.7,47.17,28.2,7.74,Shillong Quartzite,86.4,198.7,0.623,22.21,0.647,3
25.82304,91.94449,55.76,951.3,27.96,7.5,8.27,Shillong Quartzite,4.2,72.3,0.258,8.99,1.46,1
25.69911,91.87187,41.98,518.6,40.96,133.5,7.11,Weathered Regolith / Phyllite,16.5,93.4,0.304,10.77,0.946,3
25.74333,91.92917,69.18,1440.6,43.04,268.5,6.94,Weathered Regolith / Phyllite,143.6,199.9,0.513,22.01,0.647,3
25.89213,91.84451,50.8,751.8,42.64,62.2,7.85,Weathered Regolith / Phyllite,15.9,62.2,0.311,7.75,0.993,2
25.77797,91.90742,54.34,865.0,34.43,218.1,8.47,Granite Gneiss,9.3,75.2,0.28,9.37,1.172,2
25.83024,91.94701,50.66,799.2,31.39,104.0,6.14,Shillong Quartzite,9.5,90.7,0.286,10.1,1.264,1
25.69653,91.83325,60.48,1097.6,31.35,286.9,8.23,Weathered Regolith / Phyllite,7.5,70.8,0.299,8.81,1.306,1
25.70192,91.82108,59.87,1125.5,45.54,287.4,6.48,Weathered Regolith / Phyllite,11.8,82.5,0.334,9.36,0.891,3
25.66103,91.87637,61.46,1148.9,30.82,279.1,6.88,Weathered Regolith / Phyllite,57.5,139.4,0.483,15.56,1.114,3
25.69561,91.83204,48.04,740.0,29.4,188.9,8.45,Weathered Regolith / Phyllite,19.7,134.9,0.477,15.72,1.168,2
25.72522,91.91729,49.47,702.0,39.81,102.4,7.21,Shillong Quartzite,7.7,67.6,0.331,8.07,1.051,2
25.69779,91.93889,43.76,589.1,30.07,291.4,7.96,Shillong Quartzite,13.6,92.1,0.415,10.97,1.293,1
25.67395,91.87642,59.67,1127.6,48.25,67.0,7.07,Weathered Regolith / Phyllite,120.0,245.4,0.708,24.0,0.65,3
25.68257,91.85363,41.19,424.2,36.17,104.3,8.26,Granite Gneiss,65.6,116.0,0.465,13.62,0.99,3
25.77441,91.87647,57.93,992.4,48.66,66.2,7.36,Shillong Quartzite,14.7,134.7,0.462,15.26,0.674,3
25.70571,91.91405,66.09,1390.3,37.01,242.7,9.33,Weathered Regolith / Phyllite,110.1,175.3,0.55,20.35,0.77,3
25.74835,91.82118,66.72,1299.3,39.58,247.0,7.35,Weathered Regolith / Phyllite,12.0,88.4,0.352,10.34,0.992,2
25.78592,91.89663,53.47,883.7,42.72,234.9,8.26,Granite Gneiss,50.7,151.8,0.513,17.44,0.72,3
25.83641,91.89973,53.78,896.1,48.92,149.6,6.71,Shillong Quartzite,8.3,77.7,0.377,8.94,0.849,3
25.66061,91.9029,42.31,481.2,36.18,36.1,7.9,Weathered Regolith / Phyllite,2.2,85.0,0.393,10.2,1.09,2
25.86584,91.85146,60.12,1135.6,33.15,328.0,8.13,Shillong Quartzite,0.9,99.4,0.423,11.82,1.143,2
25.81953,91.91283,64.64,1225.1,32.69,182.8,7.53,Weathered Regolith / Phyllite,26.1,112.3,0.44,12.95,1.125,3
25.67207,91.83188,47.34,734.2,42.18,146.5,7.59,Granite Gneiss,10.5,79.8,0.309,9.51,0.954,3
25.88587,91.84591,52.64,809.4,45.25,212.0,6.92,Colluvial Debris,16.4,86.6,0.481,9.97,0.88,3
25.89864,91.93407,65.17,1275.0,45.1,69.4,5.37,Shillong Quartzite,47.8,148.4,0.453,15.91,0.716,3
25.66649,91.91603,66.31,1263.4,47.78,47.7,6.6,Granite Gneiss,8.0,85.1,0.372,9.68,0.845,3
25.72476,91.82179,47.3,697.2,47.4,146.0,7.99,Weathered Regolith / Phyllite,10.3,58.9,0.429,7.45,0.914,3
25.86767,91.85229,56.52,1053.6,35.37,81.8,8.61,Shillong Quartzite,52.3,138.9,0.521,16.2,0.938,3
25.85203,91.84787,45.77,682.4,22.97,87.9,7.79,Granite Gneiss,19.0,117.6,0.411,13.61,1.603,1
25.69982,91.8552,43.06,552.4,37.51,321.3,7.58,Shillong Quartzite,49.2,123.7,0.501,14.18,0.936,3
25.70652,91.85218,67.33,1341.8,46.32,191.1,5.64,Shillong Quartzite,125.9,205.9,0.641,22.13,0.646,3
25.75003,91.82813,64.62,1261.6,32.59,174.0,7.22,Colluvial Debris,14.2,88.4,0.342,10.28,1.21,2
25.78082,91.87966,62.8,1185.1,45.27,248.2,8.28,Weathered Regolith / Phyllite,112.9,186.4,0.599,21.11,0.646,3
25.81693,91.91526,41.46,402.7,39.98,342.6,8.01,Weathered Regolith / Phyllite,69.5,251.4,0.719,24.0,0.656,3
25.74961,91.89888,65.31,1274.1,39.9,40.4,6.83,Shillong Quartzite,63.6,199.1,0.61,21.89,0.656,3
25.77488,91.90747,53.14,896.3,45.54,300.1,6.83,Granite Gneiss,116.2,183.4,0.585,20.22,0.646,3
25.85182,91.83055,50.27,724.8,36.0,210.2,8.72,Colluvial Debris,14.4,101.3,0.431,12.25,1.035,2
25.6599,91.94369,56.39,882.6,47.87,52.6,6.57,Shillong Quartzite,47.8,133.4,0.509,14.8,0.699,3
25.71816,91.929,42.74,445.8,43.08,107.0,7.17,Granite Gneiss,15.0,119.5,0.414,13.56,0.821,3
25.8426,91.92466,62.7,1227.2,50.87,173.7,7.78,Granite Gneiss,17.0,89.2,0.391,10.59,0.775,3
25.89171,91.92699,57.47,942.8,40.14,248.8,7.89,Weathered Regolith / Phyllite,49.6,112.2,0.416,13.08,0.9,3
25.78815,91.94125,45.6,577.0,36.81,87.3,7.75,Granite Gneiss,5.5,55.1,0.332,6.96,1.166,2
25.79367,91.89075,45.65,582.3,47.68,192.6,8.6,Weathered Regolith / Phyllite,7.0,61.1,0.274,7.93,0.896,3
25.67894,91.84604,45.53,603.8,40.79,246.5,6.86,Weathered Regolith / Phyllite,10.6,110.4,0.422,12.47,0.902,3
25.7708,91.90018,41.71,469.2,28.87,161.5,8.78,Weathered Regolith / Phyllite,137.2,226.6,0.605,24.0,0.917,3
25.79381,91.91657,57.63,1033.2,50.86,310.7,6.24,Weathered Regolith / Phyllite,13.1,121.1,0.475,13.37,0.696,3
25.71547,91.91593,65.21,1276.4,41.19,313.0,7.99,Weathered Regolith / Phyllite,12.4,110.9,0.496,12.98,0.878,3
25.7227,91.88779,40.52,380.6,49.18,169.4,8.43,Weathered Regolith / Phyllite,188.7,276.4,0.85,24.0,0.653,3
25.75187,91.8289,41.47,487.5,41.82,350.3,7.57,Weathered Regolith / Phyllite,13.6,129.9,0.499,14.83,0.812,3
25.65542,91.86824,57.18,930.9,33.1,27.2,8.57,Weathered Regolith / Phyllite,8.0,99.9,0.423,12.04,1.138,2
25.73696,91.9397,64.58,1291.7,43.2,1.2,8.47,Shillong Quartzite,178.2,225.8,0.759,24.0,0.647,3
25.70709,91.89598,49.8,788.8,45.31,137.0,6.33,Granite Gneiss,45.3,118.1,0.418,13.08,0.792,3
25.73842,91.88998,50.49,860.6,34.07,216.4,8.48,Colluvial Debris,2.0,82.3,0.351,10.14,1.161,2
25.68234,91.85495,57.89,996.0,37.63,226.5,9.04,Granite Gneiss,27.0,175.2,0.622,20.23,0.757,3
25.89044,91.8679,48.23,665.5,40.37,171.5,7.92,Weathered Regolith / Phyllite,1.0,104.7,0.405,12.29,0.917,3
25.81027,91.93639,40.8,430.1,49.34,45.0,6.42,Granite Gneiss,20.9,83.2,0.326,9.41,0.829,3
25.83336,91.90664,62.06,1171.1,27.88,61.4,6.93,Weathered Regolith / Phyllite,8.3,189.0,0.535,20.86,1.063,3
25.86308,91.92236,58.77,1090.3,40.45,306.8,7.02,Weathered Regolith / Phyllite,10.3,136.4,0.446,15.3,0.83,3
25.78458,91.87906,57.42,1030.7,45.78,312.4,6.13,Shillong Quartzite,17.6,61.4,0.385,6.98,0.954,3
25.67347,91.90193,62.25,1164.7,30.58,242.6,8.13,Shillong Quartzite,73.3,178.9,0.57,20.26,0.974,3
25.79502,91.85229,60.26,1105.1,54.43,239.1,5.61,Granite Gneiss,139.8,201.6,0.593,21.67,0.682,3
25.80845,91.91171,46.18,653.5,47.23,215.2,6.65,Shillong Quartzite,77.3,260.5,0.75,24.0,0.648,3
25.85127,91.87559,50.57,719.5,30.2,73.1,7.95,Weathered Regolith / Phyllite,30.2,102.0,0.418,12.02,1.253,1
25.76655,91.87753,43.78,523.1,39.34,154.2,7.7,Colluvial Debris,0.2,112.3,0.353,13.01,0.922,3
25.68445,91.90441,43.9,558.5,34.4,250.5,8.11,Shillong Quartzite,8.6,54.1,0.263,6.99,1.244,2
25.72662,91.94172,60.29,1067.3,36.2,193.4,8.4,Granite Gneiss,66.1,157.5,0.467,18.09,0.858,3
25.74803,91.82832,65.76,1159.9,40.24,6.7,5.94,Granite Gneiss,28.9,148.1,0.564,16.11,0.812,3
25.8244,91.92722,68.88,1468.7,25.73,343.3,6.75,Weathered Regolith / Phyllite,111.9,163.0,0.534,18.01,1.266,1
25.80411,91.85801,58.85,1058.9,25.85,304.1,6.6,Weathered Regolith / Phyllite,4.7,85.7,0.361,9.74,1.555,1
25.74615,91.87771,45.52,543.0,40.51,93.8,7.52,Weathered Regolith / Phyllite,9.9,101.2,0.395,11.76,0.929,3
25.91636,91.82285,43.17,547.7,39.51,221.9,5.92,Weathered Regolith / Phyllite,12.6,133.6,0.429,14.57,0.873,3
25.81356,91.85914,64.39,1245.2,40.16,332.4,8.37,Weathered Regolith / Phyllite,11.1,102.9,0.427,12.28,0.922,3
25.71405,91.88534,57.36,966.3,41.44,34.6,6.85,Shillong Quartzite,8.1,124.3,0.527,13.95,0.845,3
25.67748,91.8273,58.55,1064.0,33.75,181.1,9.28,Colluvial Debris,16.4,110.7,0.399,13.48,1.071,3
25.69127,91.88384,63.44,1222.6,43.05,164.2,7.6,Colluvial Debris,28.8,119.0,0.477,13.68,0.818,3
25.71641,91.94052,61.1,1113.9,42.44,147.7,7.51,Granite Gneiss,10.4,83.7,0.36,9.9,0.937,3
25.69338,91.8337,65.03,1245.4,52.67,300.8,8.02,Weathered Regolith / Phyllite,2.3,86.3,0.339,10.37,0.759,3
25.70037,91.91938,41.69,418.0,37.09,137.0,8.39,Weathered Regolith / Phyllite,34.5,100.8,0.438,12.06,1.009,2
25.72698,91.87326,62.43,1214.3,35.66,22.9,8.17,Shillong Quartzite,130.0,187.9,0.529,21.23,0.781,3
25.69681,91.90517,65.53,1243.5,44.33,23.7,8.88,Weathered Regolith / Phyllite,22.8,120.0,0.387,14.3,0.776,3
25.89213,91.85383,48.58,668.5,41.59,15.4,7.48,Granite Gneiss,142.7,207.2,0.707,23.01,0.65,3
25.67166,91.84073,59.21,1076.5,36.07,147.3,8.69,Colluvial Debris,128.7,239.4,0.69,24.0,0.688,3
25.79162,91.84086,49.42,788.2,41.24,258.6,7.37,Weathered Regolith / Phyllite,22.9,134.3,0.523,15.22,0.814,3
25.76081,91.82916,68.74,1411.2,44.53,73.3,8.48,Granite Gneiss,71.9,115.2,0.429,13.63,0.791,3
25.91524,91.84413,41.0,458.6,41.1,232.7,6.99,Weathered Regolith / Phyllite,20.0,128.5,0.361,14.45,0.839,3
25.68025,91.90635,57.39,1012.9,43.0,247.4,7.03,Shillong Quartzite,9.7,112.8,0.455,12.8,0.844,3
25.75742,91.93462,45.0,611.1,34.78,91.9,8.38,Weathered Regolith / Phyllite,12.3,96.2,0.406,11.58,1.094,2
25.91176,91.92584,61.37,1225.3,45.15,216.2,6.68,Weathered Regolith / Phyllite,20.7,116.7,0.407,13.07,0.795,3
25.88369,91.90907,45.28,567.2,43.19,246.6,6.81,Granite Gneiss,21.1,53.9,0.342,6.45,1.018,2
25.87061,91.83436,47.06,647.7,31.72,168.0,7.49,Granite Gneiss,170.7,270.8,0.813,24.0,0.816,3
25.71963,91.85759,54.83,926.0,43.87,121.2,8.06,Shillong Quartzite,7.1,128.6,0.433,14.89,0.768,3
25.69614,91.86027,67.45,1381.8,35.81,222.9,8.98,Shillong Quartzite,30.1,127.8,0.504,15.17,0.955,3
25.83053,91.85249,46.35,627.6,53.82,352.0,7.7,Shillong Quartzite,42.2,159.7,0.54,18.04,0.677,3
25.90093,91.88695,44.33,529.7,37.78,153.7,8.69,Granite Gneiss,31.6,83.6,0.367,10.36,1.039,2
25.80033,91.88962,62.77,1196.6,33.58,141.0,8.09,Colluvial Debris,18.4,120.1,0.415,13.99,1.061,3
25.80434,91.8664,55.02,1022.9,36.12,167.1,6.25,Colluvial Debris,134.1,301.7,0.807,24.0,0.687,3
25.72559,91.86599,67.35,1369.9,41.14,27.4,6.28,Granite Gneiss,14.5,114.6,0.489,12.69,0.888,3
25.85776,91.92771,44.4,477.5,37.11,199.1,7.98,Shillong Quartzite,3.2,92.0,0.398,10.96,1.04,2
25.7005,91.92261,59.38,1062.4,43.6,118.3,7.13,Shillong Quartzite,48.2,162.2,0.575,18.09,0.684,3
25.73739,91.86001,46.99,645.1,33.62,43.7,7.12,Weathered Regolith / Phyllite,6.7,113.3,0.41,12.88,1.094,3
25.76487,91.93879,44.7,559.0,33.49,167.9,7.89,Weathered Regolith / Phyllite,35.0,173.2,0.581,19.55,0.895,3
25.78705,91.94387,60.5,1114.9,40.42,1.2,8.15,Granite Gneiss,5.5,240.3,0.695,24.0,0.654,3
25.71545,91.86248,57.81,1034.8,29.9,144.6,7.81,Granite Gneiss,0.5,88.2,0.401,10.5,1.316,1
25.68101,91.86608,62.64,1212.9,46.43,38.1,8.31,Shillong Quartzite,4.9,120.5,0.389,14.12,0.743,3
25.81487,91.88573,49.28,735.3,34.75,8.7,8.54,Weathered Regolith / Phyllite,13.2,132.3,0.416,15.47,0.978,3
25.72793,91.94235,53.44,908.4,40.05,296.8,8.34,Weathered Regolith / Phyllite,3.2,136.6,0.436,15.85,0.824,3
25.80693,91.93392,52.16,765.9,31.05,329.8,9.79,Weathered Regolith / Phyllite,6.2,110.2,0.422,13.63,1.166,2
25.69168,91.83333,69.52,1423.2,28.92,74.8,7.57,Weathered Regolith / Phyllite,40.5,130.3,0.378,14.87,1.217,2
25.77991,91.87105,48.77,724.2,48.56,194.1,7.81,Shillong Quartzite,152.4,204.4,0.648,22.84,0.651,3
25.7938,91.89194,48.84,719.8,36.4,100.1,8.83,Colluvial Debris,47.6,182.9,0.607,20.97,0.768,3
25.66399,91.88541,50.64,746.2,32.73,177.7,8.21,Weathered Regolith / Phyllite,177.2,241.1,0.641,24.0,0.783,3
25.74088,91.8452,56.94,971.5,45.97,157.2,8.28,Shillong Quartzite,15.3,37.2,0.246,5.27,0.998,2
25.68629,91.93165,47.57,631.3,52.38,96.9,7.08,Weathered Regolith / Phyllite,56.6,120.0,0.518,13.58,0.67,3
25.66711,91.908,67.46,1400.1,39.38,252.1,7.99,Colluvial Debris,20.9,119.0,0.424,13.84,0.897,3
25.91729,91.92893,47.97,604.9,44.54,45.5,5.85,Colluvial Debris,17.8,118.9,0.401,12.98,0.809,3
25.73704,91.93164,66.87,1289.3,47.03,19.1,9.22,Weathered Regolith / Phyllite,35.5,85.7,0.354,10.8,0.826,3
25.86867,91.91729,43.1,525.4,43.53,276.4,8.4,Colluvial Debris,6.7,68.0,0.377,8.59,0.951,3
25.71875,91.8771,59.7,1111.1,36.98,239.7,8.86,Shillong Quartzite,43.6,149.7,0.463,17.44,0.855,3
25.83401,91.89937,67.21,1289.0,50.28,179.5,7.87,Weathered Regolith / Phyllite,15.7,103.5,0.43,12.14,0.739,3
25.85526,91.84085,45.06,602.2,34.92,168.4,6.93,Shillong Quartzite,3.8,78.0,0.369,9.06,1.164,2
25.81082,91.90757,69.05,1424.0,48.87,179.1,5.5,Weathered Regolith / Phyllite,3.6,130.6,0.467,14.07,0.704,3
25.77733,91.8433,53.59,896.2,37.57,157.3,8.82,Shillong Quartzite,142.2,208.3,0.623,23.66,0.668,3
25.7612,91.91021,68.37,1395.9,37.26,141.4,7.56,Colluvial Debris,61.9,144.9,0.536,16.42,0.877,3
25.74419,91.84985,60.3,1127.7,29.68,179.9,7.44,Granite Gneiss,131.7,223.9,0.627,24.0,0.886,3
25.90097,91.83528,49.05,735.1,38.47,190.3,7.95,Weathered Regolith / Phyllite,12.4,82.6,0.378,9.96,1.031,2
25.87427,91.84149,45.65,616.6,37.6,249.1,7.62,Weathered Regolith / Phyllite,9.7,138.8,0.423,15.79,0.887,3
25.91056,91.82026,49.11,728.7,47.01,256.0,7.88,Weathered Regolith / Phyllite,6.9,71.3,0.375,8.73,0.884,3
25.68356,91.91344,42.79,494.2,45.75,135.9,7.5,Weathered Regolith / Phyllite,196.0,336.7,0.85,24.0,0.646,3
25.84733,91.91521,44.32,547.9,42.36,148.9,8.16,Weathered Regolith / Phyllite,6.6,54.7,0.284,7.08,1.018,2
25.90335,91.88694,43.14,519.1,35.26,134.5,8.86,Shillong Quartzite,72.2,169.3,0.543,19.54,0.842,3
25.69893,91.84098,52.69,877.1,47.5,193.2,6.52,Granite Gneiss,30.8,85.5,0.387,9.69,0.849,3
25.66795,91.83086,63.87,1313.9,31.83,163.2,7.57,Granite Gneiss,63.7,152.6,0.462,17.25,1.023,3
25.8501,91.82249,44.24,569.6,35.02,320.3,7.76,Weathered Regolith / Phyllite,22.6,60.2,0.3,7.5,1.207,2
25.80511,91.84155,43.91,551.9,38.14,250.7,9.28,Weathered Regolith / Phyllite,32.9,85.5,0.368,10.8,1.016,2
25.87729,91.93581,59.3,1124.2,43.75,323.5,7.24,Weathered Regolith / Phyllite,27.1,185.0,0.519,20.56,0.646,3
25.68774,91.8514,45.92,622.9,34.26,255.3,7.63,Weathered Regolith / Phyllite,49.8,160.3,0.569,18.09,0.916,3
25.86472,91.86606,42.93,460.1,43.56,349.6,8.01,Weathered Regolith / Phyllite,50.6,113.1,0.512,13.22,0.821,3
25.70444,91.83369,45.01,545.9,27.05,228.9,8.02,Weathered Regolith / Phyllite,25.0,94.7,0.485,11.27,1.432,1
25.69419,91.84891,67.71,1443.1,51.19,346.9,8.74,Shillong Quartzite,28.0,102.5,0.327,12.38,0.719,3
25.69435,91.8875,64.64,1234.0,36.39,56.9,8.97,Colluvial Debris,71.4,123.6,0.498,14.72,0.952,3
25.86994,91.89901,50.62,794.6,46.57,18.9,7.55,Shillong Quartzite,74.4,161.3,0.51,18.15,0.647,3
25.8296,91.8519,59.67,1049.1,26.14,208.5,8.64,Granite Gneiss,30.6,54.6,0.296,7.25,1.625,1
25.79123,91.82751,56.12,1015.5,28.71,354.1,6.46,Weathered Regolith / Phyllite,0.2,108.0,0.378,12.06,1.32,1
25.74688,91.87083,60.31,1092.6,50.02,150.3,7.89,Colluvial Debris,3.1,70.7,0.36,8.67,0.841,3
25.88684,91.85045,60.48,1120.1,30.62,76.3,8.62,Weathered Regolith / Phyllite,54.6,122.7,0.35,14.49,1.156,2
25.75596,91.84854,58.86,1051.0,43.9,187.8,7.22,Weathered Regolith / Phyllite,2.5,41.3,0.223,5.28,1.037,2
25.87048,91.94478,47.98,699.6,46.84,233.6,6.65,Weathered Regolith / Phyllite,6.7,88.2,0.284,10.03,0.85,3
25.76857,91.90012,41.17,447.8,33.44,113.5,9.17,Weathered Regolith / Phyllite,7.3,121.9,0.425,14.62,1.047,3
25.75177,91.89239,53.67,914.7,48.79,257.3,7.24,Shillong Quartzite,25.7,138.1,0.471,15.57,0.663,3
25.77492,91.87405,66.73,1361.7,42.72,351.0,8.04,Colluvial Debris,24.1,131.9,0.407,15.23,0.782,3
25.73137,91.87576,57.08,1009.2,46.41,322.9,5.6,Granite Gneiss,9.6,135.6,0.499,14.65,0.728,3
25.85185,91.89032,64.97,1300.1,35.98,105.0,7.66,Weathered Regolith / Phyllite,6.5,118.6,0.458,13.66,0.994,3
25.78573,91.91054,69.75,1469.2,32.9,117.6,8.84,Shillong Quartzite,40.5,94.1,0.422,11.53,1.16,2
25.7127,91.91128,44.91,555.9,43.88,133.8,7.3,Shillong Quartzite,176.0,333.2,0.85,24.0,0.646,3
25.89289,91.84232,60.75,1107.4,47.07,142.0,7.76,Granite Gneiss,1.5,72.4,0.329,8.79,0.881,3
25.75365,91.88501,60.23,1170.1,41.26,36.1,6.8,Granite Gneiss,4.0,166.2,0.555,18.38,0.724,3
25.79676,91.87355,69.4,1457.2,50.5,274.3,7.15,Shillong Quartzite,169.9,252.0,0.693,24.0,0.658,3
25.89475,91.93317,69.57,1451.1,46.28,131.5,8.77,Shillong Quartzite,45.7,146.0,0.504,17.02,0.664,3
25.81854,91.90208,60.6,1088.9,49.81,316.7,7.57,Granite Gneiss,43.9,115.0,0.437,13.24,0.714,3
25.68156,91.88923,47.31,584.3,51.78,333.7,8.46,Weathered Regolith / Phyllite,121.5,236.3,0.761,24.0,0.664,3
25.90375,91.835,63.96,1226.8,48.06,8.8,8.59,Weathered Regolith / Phyllite,61.2,136.6,0.502,15.95,0.664,3
25.81948,91.89873,43.21,494.3,43.96,355.9,8.95,Shillong Quartzite,6.9,97.4,0.417,11.93,0.849,3
25.74042,91.83524,63.42,1207.3,31.01,255.6,9.18,Colluvial Debris,3.2,139.2,0.474,16.46,1.078,3
25.6876,91.86384,67.31,1389.8,52.58,187.3,5.07,Weathered Regolith / Phyllite,26.8,142.3,0.362,15.14,0.669,3
25.86439,91.83857,51.49,863.1,34.53,140.2,9.23,Colluvial Debris,48.4,132.2,0.472,15.73,0.977,3
25.81742,91.90997,58.92,1106.5,38.28,186.7,6.58,Weathered Regolith / Phyllite,24.4,140.1,0.469,15.52,0.876,3
25.79403,91.84681,52.9,827.4,34.24,116.9,6.09,Weathered Regolith / Phyllite,92.3,150.6,0.467,16.44,0.965,3
25.89135,91.87094,53.13,881.2,39.29,224.2,6.04,Weathered Regolith / Phyllite,44.5,150.0,0.54,16.35,0.827,3
25.86292,91.93644,49.31,706.4,34.06,33.5,7.54,Colluvial Debris,33.8,120.7,0.485,13.84,1.05,3
25.69095,91.84656,62.86,1126.6,42.75,223.6,7.95,Weathered Regolith / Phyllite,1.7,100.4,0.361,11.85,0.876,3
25.73416,91.88601,68.09,1379.9,47.21,99.1,7.23,Shillong Quartzite,3.2,64.3,0.323,7.72,0.909,3
25.71709,91.87451,68.22,1438.2,41.95,6.3,5.69,Weathered Regolith / Phyllite,43.0,116.1,0.431,12.61,0.872,3
25.85087,91.82236,45.24,570.1,35.76,199.0,7.83,Shillong Quartzite,6.2,102.6,0.451,12.03,1.049,2
25.65905,91.92306,66.24,1351.8,47.23,208.2,7.34,Colluvial Debris,0.8,70.4,0.352,8.41,0.889,3
